name,artist,img,Unique ID,Name,Artist,Popularity,Album ID,Album name,Release date,Genre,Subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration ms
"So Fresh, So Clean",OutKast,https://i.scdn.co/image/ab67616d0000b273c2c10aadaee962bb683354fc,6glsMWIMIxQ4BedzLqGVi4,"So Fresh, So Clean",OutKast,66,2tm3Ht61kqqRZtIYsBjxEj,Stankonia,2000-10-31,rap,hip hop,0.725,0.64,5,0.8076399220501644,0,0.332,0.0278,0.0,0.099,0.915,166.029,240027
skeletons,keshi,https://i.scdn.co/image/ab67616d0000b27344ce5e5926e0d277b70f0bd5,2BuJrxYKhYky20dQqTlobO,skeletons,keshi,65,14IZ6aHadzsKrNMnntwLb0,skeletons,2019-07-16,r&b,neo soul,0.719,0.265,2,0.7054460113572072,1,0.0754,0.296,0.08702213279678067,0.108,0.273,80.021,152480
&burn (with Vince Staples),Billie Eilish,https://i.scdn.co/image/ab67616d0000b273f3425d012117543bf914c451,6X7qcg95CAeJpTjtg1wooM,&burn (with Vince Staples),Billie Eilish,68,7fRrTyKvE4Skh93v97gtcU,dont smile at me,2017-12-22,r&b,urban contemporary,0.776,0.379,9,0.7773400666345367,0,0.331,0.213,0.00176056338028169,0.0969,0.346,82.531,179016
He Wasn't Man Enough,Toni Braxton,https://i.scdn.co/image/ab67616d0000b2734db76afe73b6b666bcd6a232,7f1Dmr246cJ9uQYdbplTbh,He Wasn't Man Enough,Toni Braxton,65,0UZsKcXzOehMvFWTiBlwMi,The Heat,2000,r&b,urban contemporary,0.739,0.947,11,0.933155920625275,0,0.0412,0.00947,3.00804828973843e-05,0.326,0.763,88.009,261933
Joker And The Thief,Wolfmother,https://i.scdn.co/image/ab67616d0000b27304422c5d997bfa6c750a12f1,7ISL3LO8AWP3fKIXunvqTa,Joker And The Thief,Wolfmother,66,5ywynDHLHT3l8QSu41TcmC,Wolfmother,2006-01-01,rap,southern hip hop,0.264,0.78,0,0.9158477044611613,1,0.0517,0.0452,0.022334004024144868,0.376,0.456,155.376,280467
Alaska,Maggie Rogers,https://i.scdn.co/image/ab67616d0000b273d658a02ba8931985bdc4e0da,4HfLQJtVT1KiX1eVedDyTm,Alaska,Maggie Rogers,69,5AHWNPo3gllDmixgAoFru4,Heard It In A Past Life,2019-01-18,pop,dance pop,0.847,0.386,9,0.7497433103534983,0,0.0507,0.411,0.0017706237424547284,0.108,0.178,104.001,188000
La Calle De Las Sirenas,Kabah,https://i.scdn.co/image/ab67616d0000b2736a4c7059c1d3d5cfe718bfab,1SVm64B4Ry7dqFSxHY8e65,La Calle De Las Sirenas,Kabah,68,3Qe5Ldqub3nZPjq26sS1fS,La Calle De Las Sirenas,1996-01-01,pop,electropop,0.693,0.804,5,0.7295434067430798,1,0.027,0.0741,0.0015694164989939637,0.124,0.829,104.531,236160
Absolutely (Story of a Girl) - Radio Mix,Nine Days,https://i.scdn.co/image/ab67616d0000b273df51a705c36af75f7ecbf181,3mNecsYFb6LQg7822DPXCP,Absolutely (Story of a Girl) - Radio Mix,Nine Days,65,4BcmNEt6VK0KBVsVY8yClD,The Madding Crowd,2000-05-16,rock,permanent wave,0.481,0.94,7,0.8642373698216792,1,0.066,0.000891,0.0,0.0939,0.66,96.493,189333
W (feat. Gunna),Koffee,https://i.scdn.co/image/ab67616d0000b27381459ae332fe629e46a4f182,6xW2g0c5uSoa3S6xk9eI4j,W (feat. Gunna),Koffee,74,4CGh0wfCdEh3xZVHx8uJK5,W (feat. Gunna),2019-11-26,r&b,urban contemporary,0.856,0.721,6,0.8305219705383149,0,0.0779,0.178,2.152917505030181e-05,0.0913,0.902,100.98,230151
ODIO,J Balvin,https://i.scdn.co/image/ab67616d0000b2734891d9b25d8919448388f3bb,7alOsNr36sJ8CyOEP4aILq,ODIO,J Balvin,72,6ylFfzx32ICw4L1A7YWNLN,OASIS,2019-06-28,rap,trap,0.74,0.698,6,0.8928608846887245,0,0.0388,0.215,0.0,0.116,0.529,139.99,270400
shining on my ex,bbno$,https://i.scdn.co/image/ab67616d0000b273b8f8efea25eab02ad81c9774,1IhMuuTCpO0K7BM2MmIZ0w,shining on my ex,bbno$,70,7yLZeJTQUK0Dn5MHTLNjyI,i don't care at all,2019-11-08,rap,hip hop,0.645,0.487,4,0.793411981644071,0,0.352,0.121,0.0,0.0931,0.618,88.893,140319
The Days,Avicii,https://i.scdn.co/image/ab67616d0000b2730ae4f4d42e4a09f3a29f64ad,5Iy2Jj87Ha0C0IBlNE1I4y,The Days,Avicii,67,0h2knr6qpiAq0tV5ri5JMF,The Days / Nights,2014-01-01,pop,dance pop,0.59,0.724,0,0.9045952685288016,1,0.0439,0.04,4.094567404426559e-05,0.142,0.526,127.059,278480
No Te Hagas,Jory Boy,https://i.scdn.co/image/ab67616d0000b273372718af9b384bc1eb981b66,5hKjEpYrJIJs6uPl7zw6Y6,No Te Hagas,Jory Boy,67,5z6CpoA90Y3xIZC45maoYu,No Te Hagas,2017-03-11,rap,trap,0.748,0.69,0,0.8934056953670138,0,0.0477,0.0353,0.0,0.315,0.433,131.972,233251
Soundtrack 2 My Life,Kid Cudi,https://i.scdn.co/image/ab67616d0000b273aab2c3c3f1f3207137d915c9,6iovySmAVi5FSbQgzTfoAG,Soundtrack 2 My Life,Kid Cudi,44,1OnCqi7IuzjnrOh2ZNvJHd,Man On The Moon: The End Of Day,2009-01-01,rap,southern hip hop,0.468,0.753,4,0.8316115918948934,0,0.115,0.454,1.3380281690140844e-05,0.368,0.467,86.473,235627
Hey,Pixies,https://i.scdn.co/image/ab67616d0000b273d27159df96ec159cc7d70080,2Aqc48sn8He26hmTvQ2BMj,Hey,Pixies,67,6ymZBbRSmzAvoSGmwAFoxm,Doolittle,1989-04-17,rock,permanent wave,0.59,0.317,7,0.658676110051757,1,0.0307,0.000877,0.0008722334004024145,0.0745,0.33,99.81,211440
"Slow Down - 12"" Version",Bobby V.,https://i.scdn.co/image/ab67616d0000b2735ab4f6bfca031d8ec1e0c1c7,4Ilen0VxPEsVRLpnePji8P,"Slow Down - 12"" Version",Bobby V.,67,6tiqcLj9TP3qaxWUbNuPYn,Disturbing Tha Peace Presents Bobby Valentino,2005-01-01,r&b,urban contemporary,0.568,0.732,11,0.8706912809337216,0,0.103,0.179,4.949698189134809e-06,0.401,0.626,186.048,258667
Year 3000,Jonas Brothers,https://i.scdn.co/image/ab67616d0000b273f61f60835543b02511652241,4zP7ADsgJgHGY6VzxbNp1z,Year 3000,Jonas Brothers,68,6X2HirVqcGXjLBShA8GUW2,Music From Chasing Happiness,2019-05-09,pop,post-teen pop,0.659,0.857,11,0.850700919891876,1,0.0437,0.0045,1.9416498993963784e-06,0.335,0.798,106.965,201960
Saturday Nights,Khalid,https://i.scdn.co/image/ab67616d0000b273b361ce46dbadbf8a11081b60,7vGGAJBkHKxKtOnGjQduDV,Saturday Nights,Khalid,72,4UNwL1B7JoymNUiTFJa52B,Suncity,2018-10-19,pop,indie poptimism,0.54,0.439,10,0.79326530184607,1,0.115,0.635,1.9416498993963782e-05,0.0993,0.371,167.908,209547
Black or White,Michael Jackson,https://i.scdn.co/image/ab67616d0000b2733b9f8b18cc685e1502128aa8,7EsjkelQuoUlJXEw7SeVV4,Black or White,Michael Jackson,66,0oX4SealMgNXrvRDhqqOKg,Dangerous,1991-11-13,r&b,new jack swing,0.518,0.9,9,0.8947467678058797,1,0.0933,0.172,0.03169014084507042,0.0713,0.872,115.029,254933
Travesuras,Nicky Jam,https://i.scdn.co/image/ab67616d0000b273cad47fd4cf25927425e7fed7,1PtL0YQRtq3qxDGUSwZPJ5,Travesuras,Nicky Jam,68,4etANPc5BMELu5yx987Rpx,Nicky Jam Hits,2014-09-09,latin,latin pop,0.77,0.79,10,0.8590197598642164,0,0.0814,0.139,0.0,0.0829,0.872,93.97,195453
Llegaste Tú,Luis Fonsi,https://i.scdn.co/image/ab67616d0000b27329035ea37892b23fa78beafe,609SDGj0txmlAXRrpwee9Y,Llegaste Tú,Luis Fonsi,66,3dnAanoquMtbaksF7pUjyI,8,2014-01-01,latin,latin pop,0.768,0.529,1,0.8316744546654653,1,0.0405,0.79,0.0,0.2,0.517,119.953,221947
MAMACITA,Tyga,https://i.scdn.co/image/ab67616d0000b273b3a80658a5ee019151c5bb59,51wFQM8W0YfXTmHusXUr5i,MAMACITA,Tyga,77,2JNmVgpBCt1nnobJ3Mvzim,MAMACITA,2019-10-25,rap,hip hop,0.786,0.733,6,0.8693292542379984,0,0.127,0.0257,0.0,0.143,0.358,101.046,202653
Rolling Stoned,Upchurch,https://i.scdn.co/image/ab67616d0000b27301631b295d29dbd465a8a340,28B02YJaBMp2byqoM9H92n,Rolling Stoned,Upchurch,65,3GHXWrvOnzm01jBtoRRvmT,Bad Mutha Fucka,2016-12-09,rap,southern hip hop,0.738,0.514,7,0.725373509628481,1,0.0767,0.188,0.0,0.3,0.201,143.932,218333
Mayor que yo,Tonny Tun Tun,https://i.scdn.co/image/ab67616d0000b2733ada619449538d6f26e7d7c2,4n4CBlQVxxnU0MHGO5Mqv3,Mayor que yo,Tonny Tun Tun,63,5jAs6j5Dbpqo1Zr7QcZAoP,Infinite summer,2012-09-24,latin,reggaeton,0.66,0.793,9,0.8055444963644364,0,0.329,0.472,0.0,0.611,0.749,179.512,249680
Never Be Like You (feat. Kai),Flume,https://i.scdn.co/image/ab67616d0000b273750d4a1b362296d1b815a223,47zREtxQZ3cHHIZwUQnuuN,Never Be Like You (feat. Kai),Flume,3,6VHCF8ykDo3STafE5JfMAs,Skin,2016-05-27,pop,indie poptimism,0.564,0.552,0,0.8593340737170756,1,0.055,0.439,0.0,0.163,0.26,119.907,233337
6's to 9's (feat. Rationale),Big Wild,https://i.scdn.co/image/ab67616d0000b273da45750734ba67831abf4f76,4DAaQ5InUO23d8yNRbB0Yj,6's to 9's (feat. Rationale),Big Wild,64,7LZAgsQQr0cm61SmUdgKlz,Superdream,2019-02-01,pop,indie poptimism,0.714,0.663,8,0.8517695869915973,1,0.0694,0.145,0.0,0.264,0.64,95.497,206073
Electric Relaxation,A Tribe Called Quest,https://i.scdn.co/image/ab67616d0000b273b1ddb9f5f519e0d37bc94a53,32WDVNZXIAuu7EqncTTKjH,Electric Relaxation,A Tribe Called Quest,52,4v5x3Oo3UjQ9YmF3hRAip5,Midnight Marauders,1993-11-09,rap,southern hip hop,0.852,0.418,11,0.7045868868260587,1,0.42,0.246,0.352112676056338,0.126,0.651,98.237,243800
Scotty Doesn't Know,Lustra,https://i.scdn.co/image/ab67616d0000b273ee515815329b81291adae0dd,1LkoYGxmYpO6QSEvY5C0Zl,Scotty Doesn't Know,Lustra,66,3MCqjuNms0vjGyUDQ92Ivs,Left for Dead,2006,rock,permanent wave,0.317,0.887,0,0.8784653102277727,1,0.0472,0.000449,9.285714285714284e-06,0.363,0.544,174.009,175200
The Village,Wrabel,https://i.scdn.co/image/ab67616d0000b273b7dbe44cdb20411e6ade9e9e,6epvwUINain4iSHCTWA0sj,The Village,Wrabel,66,1tVsOrPK4fwQB6kN7jIZxy,The Village,2017-07-27,pop,indie poptimism,0.55,0.363,5,0.8197724367705299,1,0.0336,0.534,0.0,0.128,0.286,121.94,230293
Shea Butter Baby (with J. Cole),Ari Lennox,https://i.scdn.co/image/ab67616d0000b273f1a1bdd330659e602cb927ec,5BOBHIBuzvQuIYL1E1nDzl,Shea Butter Baby (with J. Cole),Ari Lennox,69,3hejjJbFsinMBc1KBqF71w,Shea Butter Baby,2019-05-07,r&b,neo soul,0.709,0.49,4,0.8170274291222261,0,0.0757,0.11,0.003470824949698189,0.12,0.0397,155.069,211610
Cold Cold Man,Saint Motel,https://i.scdn.co/image/ab67616d0000b2738ba29b297a3e252d9d3e59a2,6RKGBcDtgzXx21zUjpeu6F,Cold Cold Man,Saint Motel,65,2r69WsAMyjbgLf8c4woaUr,My Type EP,2014-08-16,pop,indie poptimism,0.613,0.661,9,0.868847306330281,1,0.0263,0.00652,0.0,0.0976,0.509,110.978,230773
Sexy Movimiento,Wisin & Yandel,https://i.scdn.co/image/ab67616d0000b2735374e0160ead917b6e73b61f,1Kgyx7NLtzsa3gWV1efGHu,Sexy Movimiento,Wisin & Yandel,66,1wqojXZPs45MXFSPlqcVkh,"Wisin Vs Yandel ""Los Extraterrestres""",2007-01-01,latin,latin pop,0.815,0.757,10,0.8442051002661191,0,0.039,0.382,3.299798792756539e-06,0.147,0.734,104.986,209680
Hypnotized (feat. Akon),Plies,https://i.scdn.co/image/ab67616d0000b2732d9f3326c45a2733eea2164f,3LN41NUdHkyNqQhi9gExMm,Hypnotized (feat. Akon),Plies,65,3NoUdjYUcUuRMpOzyapnYW,The Real Testament,2007-08-06,rap,hip hop,0.84,0.571,10,0.8177817823690883,1,0.0797,0.16,0.0,0.406,0.617,116.59,188493
Come Undone,Duran Duran,https://i.scdn.co/image/ab67616d0000b273c9647d4bd2589fa1c6e67333,0yfNXxlyXdmP0ue1iJijx1,Come Undone,Duran Duran,66,0PqCkTvKFJxzr9uujq7a3T,Duran Duran,1993-02-15,rock,permanent wave,0.542,0.793,8,0.8013955535066949,1,0.053,0.0423,3.973843058350101e-06,0.0814,0.708,173.931,256520
Big Plans,Why Don't We,https://i.scdn.co/image/ab67616d0000b2736b8f5539def321dfff7d58b6,3eng6TJxpqjvDkxRpnfnhB,Big Plans,Why Don't We,80,085TF4mnNbXQT0m2X05cb0,Big Plans,2019-01-17,pop,post-teen pop,0.693,0.604,11,0.8626658005573832,1,0.0427,0.0668,0.0,0.114,0.651,75.014,179930
Shadow of the Day,Linkin Park,https://i.scdn.co/image/ab67616d0000b27346e207de66ba06422897f769,4Sxx1wd4nnB8ob8Zsujwrs,Shadow of the Day,Linkin Park,50,7pgs38iLfEqUtwgCRgvbND,Minutes to Midnight,2007-05-14,rock,permanent wave,0.534,0.393,11,0.8095677136810343,1,0.0292,0.00479,0.010764587525150904,0.107,0.0641,110.007,290360
"This Ain't A Scene, It's An Arms Race",Fall Out Boy,https://i.scdn.co/image/ab67616d0000b273ff59837e170f95a373afc0ec,1oagRT7LfpVlNJN6FSZDGp,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,67,0hHopYqXhuvYSHtVyrcb1g,Infinity On High,2007-01-01,rock,permanent wave,0.435,0.887,9,0.8879994970978353,1,0.0636,0.000747,0.0,0.0327,0.408,199.935,212040
Miss Jackson (feat. LOLO),Panic! At The Disco,https://i.scdn.co/image/ab67616d0000b2733d01f39642426b65217fbe21,46Kcradxrva9Dny4lHU1b3,Miss Jackson (feat. LOLO),Panic! At The Disco,68,1hxraaWEf3wFnJxADf8Dge,"Too Weird To Live, Too Rare To Die!",2013-10-04,pop,post-teen pop,0.642,0.873,2,0.8513085933407372,1,0.0551,0.00394,0.0,0.175,0.662,82.002,192053
DJ Turn It Up,Yellow Claw,https://i.scdn.co/image/ab67616d0000b273e61ee9e9088e6a236fe0c7fb,1ivuWgxFQb2xzxVNSlB1hF,DJ Turn It Up,Yellow Claw,69,414ovELKpZtIZMlZTp39ce,Amsterdam Twerk Music,2013-10-15,rap,trap,0.829,0.695,1,0.85675670012363,1,0.0473,0.000956,0.17907444668008046,0.112,0.369,102.018,211777
Potential Breakup Song,Aly & AJ,https://i.scdn.co/image/ab67616d0000b2739642e82608c68ebc941755de,11dxtPJKR4E0wlSr0A0t47,Potential Breakup Song,Aly & AJ,61,4TOOGDpJ9KQ8EM84TC4qj6,Insomniatic,2007-01-01,pop,post-teen pop,0.572,0.89,6,0.8865536533746831,0,0.039,0.00082,0.00942655935613682,0.564,0.765,158.038,219773
Fight Night,Migos,https://i.scdn.co/image/ab67616d0000b273c0f275798fc87a26c3d3c5e4,1O8qWS9w2wI3jvPX8hg56W,Fight Night,Migos,52,1O5bk5UmXbFhHR9cbcAqtA,Fight Night,2014-04-08,r&b,hip pop,0.83,0.727,1,0.8608427802107999,1,0.304,0.188,0.0,0.228,0.863,89.855,215220
Studio,ScHoolboy Q,https://i.scdn.co/image/ab67616d0000b27336977e237a8f70ec6c990636,29gsi1zZrZxdStACmTQB0Z,Studio,ScHoolboy Q,67,7Et3bSTLLqdABO1qCxUplS,Oxymoron (Deluxe),2014-01-01,rap,hip hop,0.709,0.589,8,0.8103430211847537,0,0.0433,0.0507,0.0,0.0585,0.58,133.922,278067
First,Cold War Kids,https://i.scdn.co/image/ab67616d0000b273b1c18903012347d9991613da,3omXshBamrREltcf24gYDC,First,Cold War Kids,67,2H09itV5a5yUcGyk9u9HwY,Hold My Home,2014-10-31,pop,indie poptimism,0.468,0.692,2,0.8891519812249858,1,0.0295,0.0202,2.404426559356137e-06,0.523,0.561,78.009,200360
Nothin' But A Good Time - Remastered 2006,Poison,https://i.scdn.co/image/ab67616d0000b273b4e4e7ee52c6fc8be77d8a33,1NW32mer4GFgDvDZ0idTUt,Nothin' But A Good Time - Remastered 2006,Poison,50,41zwJpZ2Xw6o5P0OHHGE5t,Nothing But A Good Time,2009-01-01,pop,electropop,0.57,0.973,1,0.9152190767554428,1,0.0763,0.0182,0.0,0.203,0.557,129.073,223667
Viento,Caifanes,https://i.scdn.co/image/ab67616d0000b27352842eb76a050aa8daec1251,6QJCZyJv1fhkCyZA3lRoAD,Viento,Caifanes,68,7oNSmwtmqu8EvnD3cv2HOr,Caifanes,1988-05-15,rock,album rock,0.586,0.855,11,0.8486683569767198,0,0.0327,0.304,0.0,0.129,0.448,124.917,236333
Boyz-N-The-Hood,Eazy-E,https://i.scdn.co/image/ab67616d0000b27308a611d441af018b582009dd,5RGXoZt1qxmAErdhbyKJKq,Boyz-N-The-Hood,Eazy-E,64,5fPat8IjkbKuwk27MTQIWy,N.W.A. And The Posse,1987-01-01,rap,southern hip hop,0.785,0.479,3,0.7585650524904134,1,0.362,0.0417,3.52112676056338e-05,0.334,0.727,87.691,339893
Major Tom - Coming Home,Peter Schilling,https://i.scdn.co/image/ab67616d0000b273da10e566a05c4c506a424f3a,709ffFK4o4MtG1NKoLvOma,Major Tom - Coming Home,Peter Schilling,58,4YHQCvzRhFPYki87AK5Pdg,The Different Story (World Of Lust And Crime),1989-04-04,pop,electropop,0.787,0.42,4,0.6732183643107097,0,0.0645,0.153,0.16498993963782696,0.169,0.838,161.247,301373
Just My Luck,Marc E. Bassy,https://i.scdn.co/image/ab67616d0000b2732df727a59334d19b6cac0b67,2QsBAfiNmngcrZsOTznqBG,Just My Luck,Marc E. Bassy,63,56C0quBwX7BCQgB01K7DT3,PMD,2019-09-27,r&b,urban contemporary,0.616,0.62,8,0.8392179871340862,1,0.0358,0.231,7.877263581488932e-06,0.181,0.367,156.986,186497
Salute,Little Mix,https://i.scdn.co/image/ab67616d0000b273b3d3d1ba43e085f5ab80e56a,2E0fhpXbNfksy2mdjm57bf,Salute,Little Mix,67,06haetPrpbIFCY1FUWzVel,Salute (The Deluxe Edition),2013-11-08,edm,pop edm,0.641,0.732,2,0.8617228589988055,1,0.051,0.0992,0.0,0.285,0.352,82.027,236013
Arrullo De Estrellas,Zoé,https://i.scdn.co/image/ab67616d0000b2732fab9c100d51bfb22d5aff6c,1p4rYrxjVkj6v2eMzRhLfA,Arrullo De Estrellas,Zoé,68,3UZ0vtpq3mGcr4J0kjveSD,Programaton,2013-01-01,rock,permanent wave,0.459,0.764,5,0.826582570249146,1,0.0359,0.326,0.22132796780684103,0.0743,0.384,81.503,252693
Tell It to My Heart,Taylor Dayne,https://i.scdn.co/image/ab67616d0000b2734f7420eec423c20556744d7d,6jJCk7oHNwyowOUaF3gXEu,Tell It to My Heart,Taylor Dayne,56,5sZeWcdXYHq9MbNDSOMqCP,Platinum & Gold Collection,2003-06-17,pop,electropop,0.677,0.985,1,0.8752593089286088,1,0.0549,0.07,3.6418511066398385e-05,0.351,0.87,118.092,220227
Pam Pam,Wisin & Yandel,https://i.scdn.co/image/ab67616d0000b273164977f6bc8a8105f3b77d4c,2up69Rho7swRdP1MHqzX3n,Pam Pam,Wisin & Yandel,67,0LHnOx2oLegPCawcuxRF7j,La Historia De El Dúo (Vol.1),2013-01-01,latin,reggaeton,0.874,0.69,10,0.8397418435555183,1,0.114,0.121,0.0,0.249,0.735,95.025,227280
I Need A Dollar,Aloe Blacc,https://i.scdn.co/image/ab67616d0000b273bd6bf55ccc52ed75ce77e726,6q1qACcezH6eH77Xljh5QV,I Need A Dollar,Aloe Blacc,65,2LAdkhxTJkCWUE4sPw1zgb,Good Things,2010-09-28,pop,electropop,0.84,0.482,6,0.8241728307105588,0,0.0333,0.202,0.0,0.0873,0.957,95.498,243053
Pensando en Ti,Canserbero,https://i.scdn.co/image/ab67616d0000b2730f38ea3b0b59d4b59b4da2e6,2auNjgM4xIOANxtZT4Xe9z,Pensando en Ti,Canserbero,66,29N9nfcvov8KfyF2X8Mj6P,Vida,2010,rock,permanent wave,0.434,0.758,9,0.8725562097940196,0,0.312,0.597,2.947686116700201e-06,0.248,0.473,178.589,244062
I Swear,All-4-One,https://i.scdn.co/image/ab67616d0000b2730a23b37b281f5dad95dda57d,4WUnM4KNZ0kjp0CUeoyOnS,I Swear,All-4-One,66,4L5ZA0GukWNWjsk9b7HHDy,All-4-One,1994-01-01,r&b,new jack swing,0.532,0.407,6,0.7709071097793516,0,0.0233,0.235,0.0,0.117,0.23,83.207,259853
One Less Lonely Girl,Justin Bieber,https://i.scdn.co/image/ab67616d0000b2737c3bb9f74a98f60bdda6c9a7,69ghzc538EQSVon2Gm3wrr,One Less Lonely Girl,Justin Bieber,67,1rG5TDs3jYh6OU753I54CI,My World,2009-01-01,latin,latin hip hop,0.58,0.75,4,0.8806445529409299,1,0.194,0.159,0.0,0.274,0.728,86.938,229107
Enola Gay - Remastered,Orchestral Manoeuvres In The Dark,https://i.scdn.co/image/ab67616d0000b273a3bc94f95c99c3ad2f40740a,3NYCaxkggl0Hh8vQptSUvV,Enola Gay - Remastered,Orchestral Manoeuvres In The Dark,65,3bouQtY9H1DP39yxqHuFf8,Organisation,1980-10-24,rock,permanent wave,0.559,0.764,2,0.8253881776082811,0,0.0348,0.00441,0.030080482897384304,0.0807,0.932,143.319,213693
I Love It (feat. Charli XCX),Icona Pop,https://i.scdn.co/image/ab67616d0000b2734e2e6035e60579c7bdc6fb33,6HZ9VeI5IRFCNQLXhpF4bq,I Love It (feat. Charli XCX),Icona Pop,67,59ZxtwIOD1wowkNvVHXqtP,THIS IS... ICONA POP,2013-08-27,latin,latin hip hop,0.711,0.906,8,0.9173145024411709,1,0.0284,0.00952,1.6498993963782693e-05,0.153,0.824,125.916,157153
You & Me - Flume Remix,Disclosure,https://i.scdn.co/image/ab67616d0000b2737cc97670c72e565337cfb3e0,3W2ZcrRsInZbjWylOi6KhZ,You & Me - Flume Remix,Disclosure,72,7bdjtx1RTkWoSoOaIl7a8E,Settle (Special Edition),2014-01-01,rap,trap,0.593,0.392,10,0.8292856693837353,0,0.0257,0.382,0.00011468812877263581,0.131,0.25,75.065,282813
Titanium (feat. Sia),David Guetta,https://i.scdn.co/image/ab67616d0000b273a197a2ef3ad6704d1f44aa4e,0lHAMNU8RGiIObScrsRgmP,Titanium (feat. Sia),David Guetta,66,5aprcHwM1KJhaY9Kbxkfkn,Nothing but the Beat 2.0,2011-08-26,pop,dance pop,0.604,0.787,0,0.8962973828133185,0,0.103,0.0679,0.15090543259557343,0.127,0.301,126.062,245040
The Love Club,Lorde,https://i.scdn.co/image/ab67616d0000b27333a859e36fdc9a27ed86516e,2yrJ1jWo3HLksJFUqUsZE4,The Love Club,Lorde,66,6rnzvZhe3PA57xKcKLRtJ6,Pure Heroine (Extended),2013-01-01,pop,indie poptimism,0.794,0.493,5,0.8212182804936823,1,0.0563,0.212,0.013380281690140843,0.13,0.626,92.026,201434
Hard Knock Life (Ghetto Anthem),JAY-Z,https://i.scdn.co/image/ab67616d0000b2739700390e9c33c62cfcd915ce,6CWiDYxP6pZg2WwYuYg4Ol,Hard Knock Life (Ghetto Anthem),JAY-Z,3,4EOivv4vgGvUpxzkC3HrL9,The Hits Collection Volume One (Deluxe),2010-11-22,rap,gangster rap,0.849,0.894,11,0.93673909854787,0,0.352,0.143,0.004647887323943662,0.024,0.582,153.932,239398
Every You Every Me,Placebo,https://i.scdn.co/image/ab67616d0000b273ac68d5f575b62ee76a235396,3tRv4ZYZimrL27flnjgeR6,Every You Every Me,Placebo,66,2cDDG5rnwEgjNL8Q0cO9Zd,Without You I'm Nothing,1998-10-12,rock,permanent wave,0.478,0.923,10,0.8151415460050709,1,0.0569,2.7e-05,0.7233400402414486,0.325,0.165,133.134,213800
Live This Wild,Lil Mosey,https://i.scdn.co/image/ab67616d0000b27332ba22ba4df6a89bb6bfe3cf,5fuz3apTO0JuTErm53CGXf,Live This Wild,Lil Mosey,41,7D3IDnds4totDYBNl5h3XS,Live This Wild,2019-11-05,rap,hip hop,0.697,0.685,7,0.826498753221717,1,0.0712,0.14,0.0,0.0824,0.808,94.06,122853
Niña Bonita,Chino & Nacho,https://i.scdn.co/image/ab67616d0000b273535b15f71a115b19d37bd8ac,4u5xLMRN0dgKBFFN8FiNgv,Niña Bonita,Chino & Nacho,66,5WdtDMLZ889QUGhstd0r96,Mi Niña Bonita - Reloaded,2010-01-01,latin,latin pop,0.676,0.91,9,0.8665004295622656,1,0.132,0.257,0.0,0.153,0.716,120.022,216787
Fireball (feat. John Ryan),Pitbull,https://i.scdn.co/image/ab67616d0000b2731e340d1480e7bb29a45e3bd7,4Y7XAxTANhu3lmnLAzhWJW,Fireball (feat. John Ryan),Pitbull,65,4EUf4YyNjuXypWY6W5wEDm,Globalization,2014-11-21,pop,electropop,0.761,0.933,10,0.8605494206147979,1,0.056,0.0908,8.581488933601609e-05,0.0606,0.836,122.959,236200
Pjanoo - Radio Edit,Eric Prydz,https://i.scdn.co/image/ab67616d0000b273bf82130ce529153496038461,0F2BxpbxH8Yc3pLub48hrb,Pjanoo - Radio Edit,Eric Prydz,65,7zlMxh1NR0Shklu48L4e7x,Pjanoo,2008-08-29,edm,progressive electro house,0.604,0.874,7,0.8695807053202858,0,0.0295,0.000563,0.8169014084507042,0.112,0.835,125.99,157432
Crash into Me,Dave Matthews Band,https://i.scdn.co/image/ab67616d0000b2738b661bd40fbd8c6fbb26e3df,1HL3yEnYq8LEyFQ3QegA5V,Crash into Me,Dave Matthews Band,66,3Z72KfamjH9Wc5m9mgVqI7,Crash,1996-04-30,rock,permanent wave,0.541,0.677,4,0.7477317016951994,1,0.0373,0.122,0.019215291750503016,0.0938,0.555,101.1,316467
Lights Down Low,MAX,https://i.scdn.co/image/ab67616d0000b273cb681d4647786d21005ae986,1sYSP7gKa5kdKIfhANfori,Lights Down Low,MAX,69,2qmysBdftCYXRjYHTVK3qo,Hell's Kitchen Angel,2016-04-08,pop,post-teen pop,0.623,0.493,5,0.8113697797707604,0,0.0338,0.0632,0.0,0.104,0.594,81.019,223847
Be My Lover,La Bouche,https://i.scdn.co/image/ab67616d0000b273d5d55c3e0f45d6b9da1812d1,1bttWPpJQmn9zdi951BcAZ,Be My Lover,La Bouche,13,4iRt5STyQudfgvq3Gt2ki6,50 Summer Hits,2009-06-11,pop,dance pop,0.657,0.913,1,0.8243404647654171,0,0.0313,0.000236,0.0,0.862,0.827,134.774,239747
La Boda,Aventura,https://i.scdn.co/image/ab67616d0000b2737ccd22cc18d53dd443c69d43,2jQeX1fMZo5z82w3BviN5x,La Boda,Aventura,66,3dCEXNx36W29EYCMUAx5p5,God's Project,2005-04-26,latin,reggaeton,0.768,0.627,9,0.8299562056031682,0,0.0483,0.59,0.0,0.741,0.774,130.061,289840
