name,artist,img,Popularity,Genre,Subgenre
Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,Stevie Nicks,https://i.scdn.co/image/ab67616d0000b273af14d74d5e308ce2f3ec22f8,58,rock,classic rock
96 Quite Bitter Beings,CKY,https://i.scdn.co/image/ab67616d0000b2730f53a197220e069351f208ce,58,rock,hard rock
For Those About to Rock (We Salute You),AC/DC,https://i.scdn.co/image/ab67616d0000b2730d025344564dfda2e57f9ffd,58,rock,classic rock
West End Girls - 2001 Remaster,Pet Shop Boys,https://i.scdn.co/image/ab67616d0000b2735e38730453e8354e9951a8ab,58,pop,electropop
Same Asshole,Jelly Roll,https://i.scdn.co/image/ab67616d0000b27315f032e426133c995e725423,58,rap,southern hip hop
Kill This Love,BLACKPINK,https://i.scdn.co/image/ab67616d0000b273e58f6ef6192d8dee046c6c2d,58,pop,dance pop
The Power of Love,Jennifer Rush,https://i.scdn.co/image/ab67616d0000b273b3030d635fdba26d12279145,58,rock,hard rock
Major Tom - Coming Home,Peter Schilling,https://i.scdn.co/image/ab67616d0000b273da10e566a05c4c506a424f3a,58,pop,electropop
Nightcall,Kavinsky,https://i.scdn.co/image/ab67616d0000b273d6d8c2eaa1f9031b62f7a3f7,58,pop,indie poptimism
The Killing Moon,Echo & the Bunnymen,https://i.scdn.co/image/ab67616d0000b273f709ceec39345de8ab2dc51c,58,rock,permanent wave
Love My Way,The Psychedelic Furs,https://i.scdn.co/image/ab67616d0000b2730faf6c6f66c3ba57e7dbf33b,58,rock,permanent wave
Heaven Knows I'm Miserable Now - 2011 Remaster,The Smiths,https://i.scdn.co/image/ab67616d0000b273ed3953f8af1f764a146b7583,58,rock,permanent wave
Green Light (feat. André 3000),John Legend,https://i.scdn.co/image/ab67616d0000b273c5f30079a5afab8bb97fb077,57,r&b,neo soul
los Disicipulos,Eddie Dee,https://i.scdn.co/image/ab67616d0000b273a2f3f1bed53e819bb5fe4071,57,latin,reggaeton
Put That Woman First,Jaheim,https://i.scdn.co/image/ab67616d0000b273ba9bf148fa6968489ae05640,57,r&b,urban contemporary
Good Vibrations,Marky Mark And The Funky Bunch,https://i.scdn.co/image/ab67616d0000b27357cbec5e7b8768b363965541,57,r&b,new jack swing
We Got The Beat,The Go-Go's,https://i.scdn.co/image/ab67616d0000b2738a25755534e84d8a604e6b38,57,rock,permanent wave
Anything Could Happen,Ellie Goulding,https://i.scdn.co/image/ab67616d0000b2730fe8bc522921dc5eeccdb50d,57,pop,dance pop
Monks,Frank Ocean,https://i.scdn.co/image/ab67616d0000b2737aede4855f6d0d738012e2e5,57,r&b,neo soul
Tú No Eres Para Mi,Fanny Lu,https://i.scdn.co/image/ab67616d0000b2737cd896965a4d7fbd23396939,57,latin,latin pop
Reload - Radio Edit,Sebastian Ingrosso,https://i.scdn.co/image/ab67616d0000b27370e2e5292928812958927a9a,57,edm,big room
Sleepwalking,The Chain Gang Of 1974,https://i.scdn.co/image/ab67616d0000b273eff5e684bd079becefcae931,57,pop,electropop
Hideaway,Kiesza,https://i.scdn.co/image/ab67616d0000b2739f495d4df29cd5cbd83423a0,57,latin,tropical
Too Young,Phoenix,https://i.scdn.co/image/ab67616d0000b273fd7121d725a0e4aafd4fe785,57,pop,indie poptimism
Warm Water - Snakehips Remix,BANKS,https://i.scdn.co/image/ab67616d0000b2738c8ec4d60870db20c6dcc99e,57,pop,indie poptimism
A Ella,KAROL G,https://i.scdn.co/image/ab67616d0000b273649f01bbab8409909d42a166,57,latin,reggaeton
Round And Round,Ariel Pink,https://i.scdn.co/image/ab67616d0000b273f264678e5c123188214da2ac,57,pop,dance pop
La Vida Es Un Carnaval,Celia Cruz,https://i.scdn.co/image/ab67616d0000b2733f265b6afc76d0f74d35df8e,57,latin,latin hip hop
Precious,Depeche Mode,https://i.scdn.co/image/ab67616d0000b2738fc05b5a5ef9ce483ab98b2f,57,rock,permanent wave
To Live And Die In L.A.,Makaveli,https://i.scdn.co/image/ab67616d0000b273c5ab61547ba29f1e64ee60f3,57,rap,southern hip hop
Lesson Learned (feat. John Mayer),Alicia Keys,https://i.scdn.co/image/ab67616d0000b273ae33b6bc69fe5405f6884b7e,57,r&b,urban contemporary
Rhythm Is A Dancer,SNAP!,https://i.scdn.co/image/ab67616d0000b273f2bb243604066dc0b62b66a1,57,pop,dance pop
I Cry,Flo Rida,https://i.scdn.co/image/ab67616d0000b273871d85943145dde548f4ae09,57,pop,post-teen pop
Te Conozco,Ricardo Arjona,https://i.scdn.co/image/ab67616d0000b2737d0a5b0d9b1b61d6fae85f3a,57,latin,latin pop
The Watcher,Dr. Dre,https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5,57,rap,gangster rap
It's Your Thing,The Isley Brothers,https://i.scdn.co/image/ab67616d0000b273509a7a314735c4272429f73d,57,rock,album rock
Carito,Carlos Vives,https://i.scdn.co/image/ab67616d0000b27356ca6e39fb22dc21d9b9ac73,57,latin,latin pop
Cissy Strut,The Meters,https://i.scdn.co/image/ab67616d0000b2738d268dd59763553a5f89b67c,57,r&b,urban contemporary
Pegadito,Tommy Torres,https://i.scdn.co/image/ab67616d0000b273df33c3cc8734d4f969ec4119,57,latin,latin pop
I Don't Wanna Be Funny Anymore,Lucy Dacus,https://i.scdn.co/image/ab67616d0000b273572593b70452f18b0fa8d95f,57,pop,dance pop
Wrist,Logic,https://i.scdn.co/image/ab67616d0000b273b497e0b2e0c08b470ee70648,57,rap,hip hop
Peaches & Cream (feat. P. Diddy),112,https://i.scdn.co/image/ab67616d0000b2737ecfb05160a4e09bb3194137,57,r&b,hip pop
Si tú no vuelves,Miguel Bosé,https://i.scdn.co/image/ab67616d0000b2731b4d2e0fcc6f551a3cb7bcf2,57,latin,latin pop
Just Like You,Three Days Grace,https://i.scdn.co/image/ab67616d0000b273d3f7fc260cd67d23844ce2c0,57,rock,hard rock
"Go Hard, Go Home (feat. Giz, Swellz & Choppa)",Roy Jones Jr.,https://i.scdn.co/image/ab67616d0000b273582f703c73240fe327aa05d6,57,rock,hard rock
Perdí Mi Ojo de Venado,Caifanes,https://i.scdn.co/image/ab67616d0000b27352842eb76a050aa8daec1251,57,rock,album rock
This Is Why I'm Hot,MiMS,https://i.scdn.co/image/ab67616d0000b273ef4e6a5820969469d9878b35,57,rap,southern hip hop
Here with Me,Susie Suh,https://i.scdn.co/image/ab67616d0000b273d917c30dec6e64fbcd85a90b,57,pop,indie poptimism
Impatient Freestyle,Drakeo the Ruler,https://i.scdn.co/image/ab67616d0000b273e9acbd692f7b5b88a60fc937,57,rap,southern hip hop
Heartless (feat. Rick Ross & Bigga Rankin),YFN Lucci,https://i.scdn.co/image/ab67616d0000b27399f23b6f2256a0382b7e8fa7,57,rap,southern hip hop
My Michelle,Guns N' Roses,https://i.scdn.co/image/ab67616d0000b27321ebf49b3292c3f0f575f0f5,57,rock,album rock
Follow - Radio Edit,Breaking Benjamin,https://i.scdn.co/image/ab67616d0000b2734500b37eb7046f29233099a0,57,rock,hard rock
Can't Stop Playing (Makes Me High) [feat. Ane Brun] - Oliver Heldens & Gregor Salto Vocal Mix Edit,DR. KUCHO!,https://i.scdn.co/image/ab67616d0000b273e13d3af819bcb7624a1c7337,57,edm,electro house
Pride and Joy,Stevie Ray Vaughan,https://i.scdn.co/image/ab67616d0000b273f7143c00741b94bb62025340,57,rock,classic rock
Painting (Masterpiece),Lewis Del Mar,https://i.scdn.co/image/ab67616d0000b27311555ed45c4377e101d7979d,57,pop,indie poptimism
How We Party,R3HAB,https://i.scdn.co/image/ab67616d0000b2733d362fe5f43f6f449e70ce01,57,edm,big room
Summers Over Interlude,Drake,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,57,r&b,urban contemporary
This Woman's Work,Maxwell,https://i.scdn.co/image/ab67616d0000b273d539670968d6772577efa2b7,57,r&b,urban contemporary
I Smile,Kirk Franklin,https://i.scdn.co/image/ab67616d0000b273df6c97172144b6eb4e42dca9,57,r&b,urban contemporary
Solamente tú,Pablo Alborán,https://i.scdn.co/image/ab67616d0000b2735e0bea685c0274982730765f,57,latin,latin pop
Hollow Life,Coast Modern,https://i.scdn.co/image/ab67616d0000b2732fd2abcce5c533647221bc85,57,pop,indie poptimism
Soy Un Desastre,Timbiriche,https://i.scdn.co/image/ab67616d0000b273f405dd57ed76ab02f16337fa,57,latin,latin pop
Soon as I Get Home,Faith Evans,https://i.scdn.co/image/ab67616d0000b273157ca087bea9d4e886abf7ce,57,r&b,neo soul
Vengeance,Killstation,https://i.scdn.co/image/ab67616d0000b2739894c1c94b140518065df18e,57,rap,gangster rap
Because I’m Me,The Avalanches,https://i.scdn.co/image/ab67616d0000b27383cd9f1352bc315536480be6,57,r&b,urban contemporary
Poem,Taproot,https://i.scdn.co/image/ab67616d0000b273557df13a19c6842061545ea4,57,rock,hard rock
Bow Down,Westside Connection,https://i.scdn.co/image/ab67616d0000b2737f2440488a5a9edd05c525c8,57,rap,southern hip hop
The Next Time I Fall (with Amy Grant),Peter Cetera,https://i.scdn.co/image/ab67616d0000b2734c9339ad4a08df72e431f793,57,rock,album rock
La niña fresa,Banda Zeta,https://i.scdn.co/image/ab67616d0000b27303d24a5c7f930693666e0a9f,57,latin,latin hip hop
Move Bitch,Disturbing Tha Peace,https://i.scdn.co/image/ab67616d0000b27345b6350245f9ab800433a3c5,57,rap,southern hip hop
Drivin’ Around Song (feat. Jason Aldean),Colt Ford,https://i.scdn.co/image/ab67616d0000b27324efae6d1872a05a3d71775a,57,rap,southern hip hop
Before I Let You Go,Blackstreet,https://i.scdn.co/image/ab67616d0000b273bf339f74940f013b1e38683a,57,r&b,new jack swing
I Don't Care Anymore - 2016 Remaster,Phil Collins,https://i.scdn.co/image/ab67616d0000b273ab0a92e5cd20c2224c44a8a6,57,rock,hard rock
Lovin' You,Minnie Riperton,https://i.scdn.co/image/ab67616d0000b273e9100468145b30ffbedefbb5,57,rock,album rock
Hola Beba,Farruko,https://i.scdn.co/image/ab67616d0000b273ee42164a13884509f7f7af76,57,latin,reggaeton
Torete,Moonstar88,https://i.scdn.co/image/ab67616d0000b2737f51d5c5c02300b3821bd5aa,57,rock,classic rock
Constant Craving,k.d. lang,https://i.scdn.co/image/ab67616d0000b273630d1a03acfd9583d8dc7751,57,rock,permanent wave
Charlene,Anthony Hamilton,https://i.scdn.co/image/ab67616d0000b2733be35e58c5210059b4a56314,57,r&b,new jack swing
Hood Nigga,Gorilla Zoe,https://i.scdn.co/image/ab67616d0000b27311f6c4734b5cd0ec0c6e3351,57,rap,hip hop
Hasta Abajo,Don Omar,https://i.scdn.co/image/ab67616d0000b2734640a26eb27649006be29a94,57,latin,reggaeton
Fallen Angel - Remastered,Poison,https://i.scdn.co/image/ab67616d0000b273b4e4e7ee52c6fc8be77d8a33,57,rock,hard rock
My Immortal - Band Version,Evanescence,https://i.scdn.co/image/ab67616d0000b27325f49ab23f0ec6332efef432,57,r&b,urban contemporary
Hardcore Vibes,Dune,https://i.scdn.co/image/ab67616d0000b273fff76b292dd23d9f285cffb7,57,pop,dance pop
Higher,The Saturdays,https://i.scdn.co/image/ab67616d0000b273306a4ea6e5ead6942fd8818c,57,pop,post-teen pop
Other Side Of The Game,Erykah Badu,https://i.scdn.co/image/ab67616d0000b2739968770f3f0e45aa99b2ac29,57,r&b,new jack swing
Too Shy,Kajagoogoo,https://i.scdn.co/image/ab67616d0000b273858f93b738db08c4e500bd30,57,rock,permanent wave
Secret Smile,Semisonic,https://i.scdn.co/image/ab67616d0000b273fb304ec81a4ab3a5b5b7eea4,57,rock,permanent wave
Get Back,Ludacris,https://i.scdn.co/image/ab67616d0000b273efbf69c0f1aac9d7e7cb489e,57,rap,southern hip hop
Big Time Rush,Big Time Rush,https://i.scdn.co/image/ab67616d0000b27350acd1f66ebd5b84630c7129,57,pop,post-teen pop
Dreamlover,Mariah Carey,https://i.scdn.co/image/ab67616d0000b2730f688fa11af022f0210e21cb,57,r&b,new jack swing
If I Ever Lose My Faith In You,Sting,https://i.scdn.co/image/ab67616d0000b273653b110d9560eb1656f4c583,57,rock,permanent wave
Blame It on the Boom Boom,Black Stone Cherry,https://i.scdn.co/image/ab67616d0000b2734e9ac1a61826abd1b0a32233,57,rap,southern hip hop
OooWee,Rapsody,https://i.scdn.co/image/ab67616d0000b273c88548d8be6edef5730463fb,57,r&b,urban contemporary
Everyday Struggle - 2005 Remaster,The Notorious B.I.G.,https://i.scdn.co/image/ab67616d0000b273a4950162a626593b7340f6c7,57,rap,southern hip hop
Alive - 2006 Remaster,P.O.D.,https://i.scdn.co/image/ab67616d0000b273e01ea2023dc5e7316a44267f,57,rock,hard rock
Down By The River,Milky Chance,https://i.scdn.co/image/ab67616d0000b273b5d4730e54f84c66c70fe60a,57,rock,permanent wave
Shorty Wanna Ride,Young Buck,https://i.scdn.co/image/ab67616d0000b27326305e4dacb50dcccf27a00b,57,rap,hip hop
On The Wings Of Love,Jeffrey Osborne,https://i.scdn.co/image/ab67616d0000b2731cdebbabf5b8a17ed89fbc76,57,r&b,new jack swing
Pretty in Pink,The Psychedelic Furs,https://i.scdn.co/image/ab67616d0000b273514733d692bf5cfa906cbf87,57,rock,permanent wave
Breakin' My Heart (Pretty Brown Eyes),Mint Condition,https://i.scdn.co/image/ab67616d0000b273822962dc018ffc3f553b6d6e,57,r&b,urban contemporary
Move Along,The All-American Rejects,https://i.scdn.co/image/ab67616d0000b273aaf8c068ffe217db825a1945,57,rock,permanent wave
Zumba,Don Omar,https://i.scdn.co/image/ab67616d0000b2735b98b86acf2f7355ab0a9a41,57,latin,latin pop
Por Ti,Belanova,https://i.scdn.co/image/ab67616d0000b2731aebd1a7e4b81f84dade50ed,57,pop,electropop
Killing In the Name,Rage Against The Machine,https://i.scdn.co/image/ab67616d0000b27324f31a0a281320f0cec6f86f,57,rock,hard rock
"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",Young Thug,https://i.scdn.co/image/ab67616d0000b2737d7076c66e4244d2f8030dbd,57,rap,southern hip hop
Feels Like Summer,Weezer,https://i.scdn.co/image/ab67616d0000b273f04ed0e9d5af8b1b5f011b2f,57,pop,indie poptimism
On the River,Young Dolph,https://i.scdn.co/image/ab67616d0000b2737118c9f019e39ff524886ef8,57,rap,gangster rap
Kiss You All Over,Exile,https://i.scdn.co/image/ab67616d0000b273c7669e4c9435b61d1da0aa64,57,rock,classic rock
Beauty,Dru Hill,https://i.scdn.co/image/ab67616d0000b273677c540448268b663711ca81,57,r&b,urban contemporary
Lola Montez,Volbeat,https://i.scdn.co/image/ab67616d0000b27357e78d8652bc2c54332888b7,57,rock,hard rock
Swingin Party - 2008 Remaster,The Replacements,https://i.scdn.co/image/ab67616d0000b273b642af238927dd4cf465d8a4,57,rock,permanent wave
Harlem,New Politics,https://i.scdn.co/image/ab67616d0000b273fd910d582980afe314abb0b8,57,pop,indie poptimism
Now That We Found Love,Heavy D & The Boyz,https://i.scdn.co/image/ab67616d0000b273dd74f68682370e83a9845dca,57,rap,southern hip hop
"Flava in Ya Ear Remix (feat. Notorious B.I.G., L.L. Cool J, Busta Rhymes, Rampage)",Craig Mack,https://i.scdn.co/image/ab67616d0000b27394f68ea26a5b2146eaaa4099,57,rap,southern hip hop
Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat),Three 6 Mafia,https://i.scdn.co/image/ab67616d0000b2737d1e3fb810a8c4a1271425fd,57,rap,southern hip hop
3 Days,Rhye,https://i.scdn.co/image/ab67616d0000b273a13907cf58fb1bd99f90a543,57,pop,indie poptimism
Written in the Stars (feat. Eric Turner),Tinie Tempah,https://i.scdn.co/image/ab67616d0000b2733ce578a2506275604c9dbc87,57,pop,electropop
Big Log - 2006 Remaster,Robert Plant,https://i.scdn.co/image/ab67616d0000b27334fea815aa0cb750ce11aa46,57,rock,album rock
Te Quiero,Flex,https://i.scdn.co/image/ab67616d0000b2734caffbc3fb9663e2ec0ea1de,57,latin,reggaeton
Comfort Inn Ending (Freestyle),Jhené Aiko,https://i.scdn.co/image/ab67616d0000b273a0fa057b8ad3f3c4969f0c97,57,r&b,neo soul
Stitches and Burns,Fra Lippo Lippi,https://i.scdn.co/image/ab67616d0000b2733a2c65a75b82242eb3d3b3ea,57,rock,permanent wave
I Ran (So Far Away),A Flock Of Seagulls,https://i.scdn.co/image/ab67616d0000b2734d38e04627b3843ed3db042c,57,rock,permanent wave
Memo,Young Thug,https://i.scdn.co/image/ab67616d0000b273a875c3ec944b4f164ab5c350,57,rap,southern hip hop
Dreaming,Smallpools,https://i.scdn.co/image/ab67616d0000b27324c80190d731ccaa74415049,57,pop,indie poptimism
Favorite Liar,The Wrecks,https://i.scdn.co/image/ab67616d0000b273308103ed80262ea121189339,57,pop,indie poptimism
Over You,Daughtry,https://i.scdn.co/image/ab67616d0000b2730b9c38fede4b4c41f419cc8e,57,rock,permanent wave
Can't Stop Singing,Ross Lynch,https://i.scdn.co/image/ab67616d0000b2738f9a38eaef72352da716ccdb,57,pop,post-teen pop
Te Mentiría,Gian Marco,https://i.scdn.co/image/ab67616d0000b2733c3a7e46987e55da3e8fb31d,56,latin,latin pop
Tell It to My Heart,Taylor Dayne,https://i.scdn.co/image/ab67616d0000b2734f7420eec423c20556744d7d,56,pop,electropop
Turn Up the Music,Adam Hicks,https://i.scdn.co/image/ab67616d0000b273d9a239d0a67fc31a9b9fff59,56,pop,post-teen pop
A Design for Life - Remastered,Manic Street Preachers,https://i.scdn.co/image/ab67616d0000b2738f8e24262ca7ef631e62c5f6,56,rock,permanent wave
Money To Blow - Street Version,Birdman,https://i.scdn.co/image/ab67616d0000b273f4b27b2c8c9e3fd7e6796dd3,56,rap,hip hop
White Trash Millionaire,Black Stone Cherry,https://i.scdn.co/image/ab67616d0000b2734e9ac1a61826abd1b0a32233,56,rap,southern hip hop
"U.O.E.N.O. (feat. Rick Ross, Future)",Rocko,https://i.scdn.co/image/ab67616d0000b2738d63ee9c869c64607624d1a3,56,rap,southern hip hop
CITY OF ANGELS,24kGoldn,https://i.scdn.co/image/ab67616d0000b273fe9008022f3f54d81dcc8030,56,rock,classic rock
Sing for Absolution,Muse,https://i.scdn.co/image/ab67616d0000b2738cb690f962092fd44bbe2bf4,56,rock,album rock
Always Something There to Remind Me - 2018 Remaster,Naked Eyes,https://i.scdn.co/image/ab67616d0000b273eefb6febbc7c67ff54aa3fb8,56,rock,permanent wave
Judas,Lady Gaga,https://i.scdn.co/image/ab67616d0000b2734ba15b951a5cff36133ca5bd,56,pop,post-teen pop
Bandida,Zion & Lennox,https://i.scdn.co/image/ab67616d0000b27387d3146807ad53b05a7daaac,56,latin,reggaeton
April Showers,Proleter,https://i.scdn.co/image/ab67616d0000b273560c583259f9dea8625ec071,56,edm,electro house
Don't Hold Your Breath,Nicole Scherzinger,https://i.scdn.co/image/ab67616d0000b2735bd8b8ec8714d3d188e2e3e8,56,pop,post-teen pop
Saoco,Wisin,https://i.scdn.co/image/ab67616d0000b273c043a7b9fa8a4443611e91c1,56,latin,reggaeton
Shorty,Casa De Leones,https://i.scdn.co/image/ab67616d0000b2735363f398f1c076404f307760,56,latin,reggaeton
Wu-Tang: 7th Chamber,Wu-Tang Clan,https://i.scdn.co/image/ab67616d0000b2735901aaa980d3e714bf01171c,56,rap,southern hip hop
Eminence Front,The Who,https://i.scdn.co/image/ab67616d0000b273daa48b4b3385808beb8eb5db,56,rock,classic rock
Notorious Thugs (feat. Bone Thugs-n-Harmony) - 2007 Remaster,The Notorious B.I.G.,https://i.scdn.co/image/ab67616d0000b273639fea4197e676cfe9512e04,56,rap,gangster rap
The Things We Used to Share,Thomas Sanders,https://i.scdn.co/image/ab67616d0000b273647524296c1c820cf8ebdb0c,56,pop,indie poptimism
C'Mon wit da Git Down,Artifacts,https://i.scdn.co/image/ab67616d0000b273e4d95c25345d71b67d0a912a,56,rap,southern hip hop
Conga,Miami Sound Machine,https://i.scdn.co/image/ab67616d0000b273b543da62e4ba434db59813d7,56,rock,album rock
Helicopter,Deerhunter,https://i.scdn.co/image/ab67616d0000b273d318ae2be517350a5fc717bb,56,pop,dance pop
Aquemini,OutKast,https://i.scdn.co/image/ab67616d0000b273377a6d2051b23afea65ee41a,56,rap,southern hip hop
Give Up the Goods (Just Step) (feat. Big Noyd),Mobb Deep,https://i.scdn.co/image/ab67616d0000b273a2203fa0656cede30f879b97,56,rap,southern hip hop
Throw Some D's,Rich Boy,https://i.scdn.co/image/ab67616d0000b273d23b0958f100b931a16613c7,56,rap,hip hop
Feels - Jai Wolf Remix,Kiiara,https://i.scdn.co/image/ab67616d0000b27371205d4de7c1a8f26487a857,56,pop,indie poptimism
Te Regalo Amores,R.K.M & Ken-Y,https://i.scdn.co/image/ab67616d0000b273fd609cebdf959677b3104d43,56,latin,latin pop
Evil Woman,Electric Light Orchestra,https://i.scdn.co/image/ab67616d0000b273308ccdc2a4be8fda99f739b6,56,rock,classic rock
Astronaut In The Ocean,Masked Wolf,https://i.scdn.co/image/ab67616d0000b273214ace0e5ba30b74d19efb19,56,rap,hip hop
Notorious B.I.G. (feat. Lil' Kim & Puff Daddy) - 2005 Remaster,The Notorious B.I.G.,https://i.scdn.co/image/ab67616d0000b273a136f71553f34d930b43f7bb,56,rap,gangster rap
Girlfriend in a Coma - 2011 Remaster,The Smiths,https://i.scdn.co/image/ab67616d0000b2736d965be72ad1bceb7f2bd089,56,rock,permanent wave
Say OK,Vanessa Hudgens,https://i.scdn.co/image/ab67616d0000b27377492e369aa13c3ead695932,56,pop,post-teen pop
Knocks Me Off My Feet,Donell Jones,https://i.scdn.co/image/ab67616d0000b273377ff8b90d13d1f158041086,56,r&b,new jack swing
One Minute Man (feat. Ludacris),Missy Elliott,https://i.scdn.co/image/ab67616d0000b2732e3969990abe1229c0879a7b,56,rap,southern hip hop
Every Little Step,Bobby Brown,https://i.scdn.co/image/ab67616d0000b27353cf43170dc29787984cf6b4,56,rock,classic rock
Eazy-Duz-It,Eazy-E,https://i.scdn.co/image/ab67616d0000b27374bdcb13ad3968879ad6b8d7,56,rap,gangster rap
Bridges,Broods,https://i.scdn.co/image/ab67616d0000b2734016d72958f2aa2b00df37bf,56,pop,indie poptimism
Stutter,Marianas Trench,https://i.scdn.co/image/ab67616d0000b273dbef4311e4e8259b05d1cb0c,56,pop,post-teen pop
Nobody's Perfect,Hannah Montana,https://i.scdn.co/image/ab67616d0000b273874ce99e6e09e2af5dfcf1fe,56,pop,post-teen pop
Lonely No More,Rob Thomas,https://i.scdn.co/image/ab67616d0000b273db3d7550e11f7a132fb81c9f,56,rock,album rock
Finally,CeCe Peniston,https://i.scdn.co/image/ab67616d0000b2736daeecfc1a67bd3865048299,56,pop,post-teen pop
Jerry Sprunger (with T-Pain),Tory Lanez,https://i.scdn.co/image/ab67616d0000b2733f5d63f12fa8e44a86936e07,56,r&b,urban contemporary
I Fought the Law - Single Version,The Bobby Fuller Four,https://i.scdn.co/image/ab67616d0000b2737808c94d787cfceb6b28f294,56,rock,hard rock
Rill Rill,Sleigh Bells,https://i.scdn.co/image/ab67616d0000b273bea1032f5deb40192525a60e,56,pop,dance pop
Ready to Die - 2006 Remaster,The Notorious B.I.G.,https://i.scdn.co/image/ab67616d0000b273a4950162a626593b7340f6c7,56,rap,southern hip hop
If You Let Me,Sinead Harnett,https://i.scdn.co/image/ab67616d0000b27353bf3cc817f94d5c2bf38b10,56,r&b,urban contemporary
John Dee,Ghostemane,https://i.scdn.co/image/ab67616d0000b273bb7c4b1d10cfd47c59224e65,56,rap,gangster rap
Red Light Special,TLC,https://i.scdn.co/image/ab67616d0000b273a6125b1964a555892c49ea53,56,r&b,new jack swing
Pare Ko,Eraserheads,https://i.scdn.co/image/ab67616d0000b2739e54b097496758fd33c2b9dc,56,rock,classic rock
Always Where I Need To Be,The Kooks,https://i.scdn.co/image/ab67616d0000b2732d852918418f792e8dfceacd,56,rock,permanent wave
All I Have (feat. LL Cool J),Jennifer Lopez,https://i.scdn.co/image/ab67616d0000b273a33bca43fe421d8b34ba73d4,56,r&b,hip pop
Georgy Porgy (feat. Faith Evans),Eric Benét,https://i.scdn.co/image/ab67616d0000b2735a95cfb3f6762be1d04fc332,56,r&b,new jack swing
Yo Quiero Bailar,Ivy Queen,https://i.scdn.co/image/ab67616d0000b273b54ec4bbd2e06ffd4c1c73c8,56,latin,reggaeton
Ayer Me Dijo un Ave,Caifanes,https://i.scdn.co/image/ab67616d0000b27336aeaab4dc91a8dea53a2d8f,56,rock,album rock
Hardwired,Metallica,https://i.scdn.co/image/ab67616d0000b273f2651ad6c2b8c509055f410e,56,rock,hard rock
Whatever,Godsmack,https://i.scdn.co/image/ab67616d0000b27382a891641608e2f2d6c3a8b8,56,rock,hard rock
La Vida Es Así,Ivy Queen,https://i.scdn.co/image/ab67616d0000b2733f2fe35d676fd45d1e44ed6a,56,latin,reggaeton
I'm a Thug,Trick Daddy,https://i.scdn.co/image/ab67616d0000b2733fcbf87d146762eaf00f8acb,56,rap,southern hip hop
Betray And Degrade,Seether,https://i.scdn.co/image/ab67616d0000b273f60fd6ac5c9c508d1f636fdb,56,rock,hard rock
Dust,M|O|O|N,https://i.scdn.co/image/ab67616d0000b273dd8405c89ab3e610d84d052f,56,pop,electropop
Let Nas Down,J. Cole,https://i.scdn.co/image/ab67616d0000b273c1bb124f993488cf21b269fc,56,r&b,neo soul
P.I.M.P. - Snoop Dogg Remix,50 Cent,https://i.scdn.co/image/ab67616d0000b2734c88e268c9dc19f79ccdbb97,56,rap,southern hip hop
Love Is Stronger Than Pride,Sade,https://i.scdn.co/image/ab67616d0000b2738d6c05fb48d5834d425128bf,56,r&b,new jack swing
Train Tracks (feat. Struggle),Jelly Roll,https://i.scdn.co/image/ab67616d0000b2735d143d323a4689279c0e7c78,56,rap,southern hip hop
My Prerogative,Bobby Brown,https://i.scdn.co/image/ab67616d0000b27353cf43170dc29787984cf6b4,56,rap,southern hip hop
Passenger Side,Smallpools,https://i.scdn.co/image/ab67616d0000b27377a88a76b5afc2365b6ac154,56,pop,indie poptimism
Modern Day Cowboy,Tesla,https://i.scdn.co/image/ab67616d0000b273d532619e6308295abdc804b0,56,rock,album rock
Climbing Up the Walls,Radiohead,https://i.scdn.co/image/ab67616d0000b273adb1732fa8d44b8eb2f6c0bf,56,rock,permanent wave
Hold Me Now,Thompson Twins,https://i.scdn.co/image/ab67616d0000b27370205e56bcc6a7619911adff,56,rock,permanent wave
Te Siento,Wisin & Yandel,https://i.scdn.co/image/ab67616d0000b273a6b08283fcd3e75eb5b6566b,56,latin,reggaeton
Land of Confusion - 2007 Remaster,Genesis,https://i.scdn.co/image/ab67616d0000b273781ca778bd5e42396000be0b,56,rock,album rock
Carita Bonita,Erre XI,https://i.scdn.co/image/ab67616d0000b27391ff31c18b1110d1027378b5,56,latin,latin pop
Read Your Mind,Avant,https://i.scdn.co/image/ab67616d0000b2731ceddb6d4fb05ea6d1344416,56,r&b,urban contemporary
4th Chamber,GZA,https://i.scdn.co/image/ab67616d0000b27384b6abc19fb31fb382378bbc,56,rap,gangster rap
Can't Stop Dancin',Becky G,https://i.scdn.co/image/ab67616d0000b27339dfd401f79350c9e06a8e43,56,pop,electropop
No me importa nada,Luz Casal,https://i.scdn.co/image/ab67616d0000b2730dee6ded6e44f121cb3bab00,56,pop,electropop
Shoulder Lean (feat. T.I.),Young Dro,https://i.scdn.co/image/ab67616d0000b273b01020ac52bc19d76d6e82e0,56,rap,hip hop
I Get Lonely,Janet Jackson,https://i.scdn.co/image/ab67616d0000b273ea84373a962d15eeed9aa3bf,56,r&b,new jack swing
